"ID","优先级","层级","模块","标题","前置数据","GIVEN","WHEN","THEN","对应需求","建议自动化"
"AT-RFP-002","P0_BLOCKER","API","REFERRAL_PROGRAM","推广者首笔净消费百分比返佣","FX-REFERRAL-PROMOTER-PERCENT","GIVEN PROMOTER_FIRST_PURCHASE 配置按首笔符合条件净消费百分比结算","WHEN 首笔订单完成并出现后续订单或礼物","THEN 按 basis points 对首笔净额向下取整且只结算一次；后续消费不再产生该计划返佣","BASELINE-REFERRAL","API_MONEY_CALC"
"AT-RFP-003","P0_BLOCKER","API","REFERRAL_PROGRAM","陪玩长期计划覆盖符合条件订单与礼物","FX-REFERRAL-PLAYER-LIFETIME","GIVEN 被推荐用户绑定 PLAYER_LIFETIME 且计划允许净订单和净礼物消费","WHEN 多笔符合条件消费依次完成并发生重复事件","THEN 每个业务来源最多一条 Commission 主记录，均使用计划快照比例，重复事件不重复返佣","BASELINE-REFERRAL","API_DB_INTEGRATION"
"AT-RFP-004","P0_BLOCKER","API","REFERRAL_PROGRAM","两个返佣来源互斥","FX-REFERRAL-MUTEX","GIVEN 用户已有一个有效 PROMOTER_FIRST_PURCHASE 或 PLAYER_LIFETIME 来源","WHEN L3 尝试绑定另一个有效来源或并发绑定两种计划","THEN 唯一约束只允许一个来源；失败请求不产生半成品；绑定、拒绝与改绑尝试写审计","BASELINE-REFERRAL","API_DB_CONCURRENCY"
"AT-RFP-005","P0_BLOCKER","E2E","REFERRAL_PRIVACY","被推荐用户端全链路不泄露返佣关系","FX-REFERRAL-CONFIDENTIAL","GIVEN 客户是某返佣计划的被推荐用户","WHEN 其查看用户 API、Discord 面板、错误、通知、消费历史和可下载响应","THEN 不出现受益人、关系类型、比例、金额或状态；对象不存在与无权访问错误不可用于探测关系","BASELINE-REFERRAL","E2E_PRIVACY_SCAN"
"AT-RFP-006","P0_HIGH","API","REFERRAL_PRIVACY","受益人只看自己的脱敏收益","FX-REFERRAL-BENEFICIARY-VIEW","GIVEN 推广者或陪玩作为返佣受益人","WHEN 查询自己的返佣收益","THEN 只返回归属自己的金额与状态，来源用户按规则脱敏；不可反查联系方式、订单私密频道或其他受益人记录","BASELINE-REFERRAL","API_DATA_SCOPE"
"AT-RFP-007","P0_HIGH","API","REFERRAL_RBAC","L1-L4 按级别访问返佣资料","FX-REFERRAL-CONFIDENTIAL; FX-STAFF-L1; FX-STAFF-L2; FX-STAFF-L3; FX-STAFF-L4-A","GIVEN 四级员工分别打开同一返佣对象","WHEN 查询、绑定、纠错或确认返佣","THEN L1 看不到受益人与金额；L2 仅按已分配任务有限查看；L3/L4 可按权限绑定、纠错、确认和审计；每次访问均记录 scope","BASELINE-REFERRAL; BASELINE-RBAC","API_DATA_DRIVEN_RBAC"
"AT-RFP-008","P0_BLOCKER","API","REFERRAL_ADJUSTMENT","退款通过非负 Adjustment 冲正返佣","FX-REFERRAL-ADJUSTMENT","GIVEN 已存在 Commission 主记录且关联消费发生退款","WHEN REFUND_UPDATED/status=SUCCEEDED 被幂等处理","THEN 追加一条 amountMinor 为非负绝对值的 CommissionAdjustment，由 type 表示方向；原 Commission 不覆盖、不删除、不创建第二条主记录","BASELINE-REFERRAL; BASELINE-ADJUSTMENT","API_DB_INTEGRATION"
"AT-TML-001","P0_BLOCKER","API","TRANSACTION_TIMELINE","订单业务事实形成统一时间线","FX-TRANSACTION-TIMELINE; FX-TRANSACTION-CHARGED","GIVEN 订单已经历预留、接单、双方就绪、捕获、消费、收益、返佣和退款冲正","WHEN 有权限员工查询业务时间线","THEN 按 occurredAt 稳定排序并关联 sourceId、request_id 和 actor；退款交易状态与原扣款聚合退款状态分开展示；Adjustment 作为追加事件展示","BASELINE-P0; BASELINE-TIMELINE","API_CONTRACT"
"AT-TML-002","P0_HIGH","API","TRANSACTION_TIMELINE","时间线按角色脱敏","FX-TRANSACTION-TIMELINE-REDACTED; FX-STAFF-L1; FX-STAFF-L3","GIVEN 同一时间线含资金、返佣受益人和内部审计字段","WHEN L1 与 L3 分别查询","THEN L1 仅见任务所需事件且资金、返佣敏感字段隐藏；L3 见获授权详情；双方响应不包含密钥或不必要个人数据","BASELINE-TIMELINE; BASELINE-RBAC","API_DATA_SCOPE"
"AT-MET-001","P0_HIGH","API","METRICS","今日订单数口径可复算","FX-METRICS-SNAPSHOT","GIVEN 固定时区窗口内有 12 个已提交订单事实","WHEN 查询运营指标 API","THEN todayOrderCount=12，按提交时间和 America/Edmonton 窗口计算，不按当前状态或展示时区重复计数","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-002","P0_HIGH","API","METRICS","进行中订单数口径可复算","FX-METRICS-SNAPSHOT","GIVEN 快照中有 3 个处于 PENDING_DISPATCH、ACCEPTED 或 IN_SERVICE 的订单","WHEN 查询运营指标 API","THEN activeOrderCount=3，已取消、已完成和已结案订单不计入","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-003","P0_HIGH","API","METRICS","待处理任务数口径可复算","FX-METRICS-SNAPSHOT","GIVEN 快照中有 4 个未终结客服或审批任务","WHEN 查询运营指标 API","THEN pendingTaskCount=4，只统计可操作未终结状态，已完成或撤销任务不计入","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-004","P0_HIGH","API","METRICS","已完成净消费扣除退款与冲正","FX-METRICS-SNAPSHOT","GIVEN 快照包含已完成订单消费、订单退款和对应调整事实","WHEN 查询运营指标 API","THEN completedNetConsumptionMinor=86000，使用同币种 minor units 的消费减退款口径，不直接汇总订单标价","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-005","P0_HIGH","API","METRICS","礼物净消费独立统计","FX-METRICS-SNAPSHOT","GIVEN 快照包含已捕获礼物消费与礼物退款","WHEN 查询运营指标 API","THEN giftNetConsumptionMinor=22000，与订单净消费分开且不因播报状态重复或遗漏","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-006","P0_HIGH","API","METRICS","预留总额只含有效预留","FX-METRICS-SNAPSHOT","GIVEN 指标快照的源事实同时包含 PENDING、CAPTURED 和 RELEASED 预留","WHEN 查询运营指标 API","THEN reservedTotalMinor=35000，只汇总窗口内当前有效 PENDING 记录并可与同口径余额摘要复核","BASELINE-METRICS; PL-02","API_METRIC_RECONCILIATION"
"AT-MET-007","P0_HIGH","API","METRICS","派单成功率使用已接受尝试除以总尝试","FX-METRICS-SNAPSHOT","GIVEN 窗口内 8 次派单尝试中 7 次被接受","WHEN 查询运营指标 API","THEN dispatchSuccessRateBps=8750，分母为已启动派单尝试且零分母有确定性返回值","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-MET-008","P0_HIGH","API","METRICS","异常数按唯一事件计数","FX-METRICS-SNAPSHOT","GIVEN 快照中有 2 个唯一未关闭异常事件且存在重试日志","WHEN 查询运营指标 API","THEN exceptionCount=2，同一异常的重试不重复计数，关闭状态按指标口径排除","BASELINE-METRICS","API_METRIC_RECONCILIATION"
"AT-UI-001","P0_BLOCKER","E2E","DISCORD_UI","账户绑定使用合规的原生 Modal","FX-GUILD; FX-USER-UNBOUND; FX-BINDING-CODE-VALID","GIVEN 未绑定用户从公共入口发起绑定","WHEN Sapphire Bot 返回账户绑定 Modal","THEN Modal 仅包含一个由 Label 包装的一次性绑定码 Text Input；顶层组件不超过 5 个；底部使用 Discord 原生提交和取消，不构造自定义按钮","SPEC-7.5; SPEC-17.1","E2E_DISCORD_COMPONENTS"
"AT-UI-002","P0_BLOCKER","E2E","DISCORD_UI","订单结构化选择在消息面板逐步完成","FX-GUILD; FX-USER-CUSTOMER-A; FX-ORDER-DRAFT-A; FX-SERVICE-ACTIVE-V1","GIVEN 用户已进入私密订单频道且订单为 DRAFT","WHEN 用户依次选择游戏、服务、区服、时长和标签","THEN 每项使用消息 String Select 提交；Bot 每次调用统一 API 后编辑原消息并加载下一组关联选项；不会尝试在打开的 Modal 内级联刷新","SPEC-6.2; SPEC-7.5","E2E_DISCORD_COMPONENTS"
"AT-UI-003","P0_BLOCKER","E2E","DISCORD_UI","补充备注 Modal 保持单字段纵向布局","FX-GUILD; FX-USER-CUSTOMER-A; FX-ORDER-DRAFT-A","GIVEN 用户在订单消息中点击填写补充备注","WHEN Bot 打开补充备注 Modal 并提交","THEN Modal 仅含由 Label 包装的可选 Text Input；无双栏和自定义按钮；提交后更新原订单消息并保留订单版本校验","SPEC-6.2; SPEC-7.5","E2E_DISCORD_COMPONENTS"
"AT-UI-004","P0_HIGH","E2E","DISCORD_UI","超过 25 个选项时使用消息分页或提交后搜索","FX-GUILD; FX-USER-CUSTOMER-A; FX-SERVICE-ACTIVE-V1","GIVEN 测试目录基于已启用服务生成超过 25 个可选项","WHEN 用户打开对应选择步骤","THEN 单个 String Select 不超过 25 项；系统提供消息分页，或先提交搜索词 Modal 后在新响应中返回结果；不在打开的 Modal 内实时搜索","SPEC-7.5","E2E_DISCORD_COMPONENTS"
"AT-UI-005","P0_HIGH","E2E","DISCORD_UI","送礼与取消确认使用私密消息而非复杂 Modal","FX-GUILD; FX-USER-CUSTOMER-A; FX-ORDER-IN-SERVICE; FX-GIFT-1999","GIVEN 用户从订单面板发起送礼或查看取消影响","WHEN 系统展示选择、金额影响和最终确认","THEN 礼物选择、余额差额、取消影响和确认按钮位于订单消息或 ephemeral 消息；Discord Modal 仅用于必要自由文本；Dashboard 高风险确认明确实现为网页 Dialog","SPEC-7.5; SPEC-17.3","E2E_DISCORD_COMPONENTS"
"AT-CFG-001","P0_BLOCKER","E2E","BOT_CONFIG","L3 运营修改日常频道配置","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 staff_account 有 bot_config.read 与 bot_config.operational.manage 且 /bot-config 读取到当前配置版本","WHEN L3 使用 Channel Select 修改 gift_broadcast_channel_id，经 validateBotConfigChange 预览后确认并由 updateBotConfig 提交","THEN API 按 staff_account 最终授权并应用运营字段、版本加一、返回审计引用，Bot 刷新 ephemeral 配置消息；紧接着发起的下一次礼物播报使用新频道而不是旧缓存","BOT-CONFIG-DESIGN-§2-5; ACCESS-01; ACCESS-02","E2E_DISCORD_API"
"AT-CFG-002","P0_BLOCKER","API","BOT_CONFIG","L4 累积继承 L3 配置权限","FX-GUILD; FX-STAFF-L4-A; FX-BOT","GIVEN L4 staff_account 拥有 bot_config.read、bot_config.operational.manage 与 bot_config.security.manage","WHEN L4 通过 getBotConfig 读取可管理字段并用 updateBotConfig 修改一个 L3 运营字段","THEN API 允许修改且保留真实 actor；L4 无需额外复制 L3 权限，权限结果与累积继承策略一致","BOT-CONFIG-DESIGN-§2; BASELINE-RBAC; ACCESS-01","API_RBAC"
"AT-CFG-003","P0_BLOCKER","API","BOT_CONFIG","L3 修改 Role 映射被 API 拒绝","FX-GUILD; FX-STAFF-L3; FX-ROLE-MAPPINGS","GIVEN L3 有 bot_config.read 与 bot_config.operational.manage 但没有 bot_config.security.manage","WHEN L3 通过 validateBotConfigChange 或 updateBotConfig 请求修改 staff_l4_role_id","THEN API 返回 403 PERMISSION_DENIED，配置版本与 Role 映射不变；客户端隐藏或禁用入口不能替代服务端拒绝","BOT-CONFIG-DESIGN-§2-3; ACCESS-01; ACCESS-02","API_RBAC"
"AT-CFG-004","P0_BLOCKER","E2E","BOT_CONFIG","频道配置使用 Discord Channel Select","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 打开 Guild-only /bot-config 的频道分类","WHEN 操作者选择 public_entry_channel_id 或 private_order_category_id 的新值","THEN Bot 使用 Discord Channel Select 提供当前 Guild 的适配频道，不要求或接受手工频道 ID；选择结果交给 validateBotConfigChange","BOT-CONFIG-DESIGN-§3.1; BOT-CONFIG-DESIGN-§4","E2E_DISCORD_COMPONENTS"
"AT-CFG-005","P0_BLOCKER","API","BOT_CONFIG","无效频道或 Bot 权限不足不保存","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN 待选频道不属于当前 Guild、类型不符合用途，或 Bot 缺少查看、发送消息或管理频道所需权限","WHEN 调用 validateBotConfigChange，或用 testBotConfigDelivery 测试目标频道后尝试 updateBotConfig","THEN 返回明确字段错误或缺失 Discord 权限，mayApply=false 且 validationToken=null，不调用持久化写入且当前配置和版本保持不变","BOT-CONFIG-DESIGN-§3.1; BOT-CONFIG-DESIGN-§5; BOT-CONFIG-DESIGN-§8","API_CONTRACT"
"AT-CFG-006","P0_BLOCKER","E2E","BOT_CONFIG","修改必须先预览再确认应用","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 已选择一个有效运营配置新值且当前版本未变化","WHEN Bot 调用 validateBotConfigChange 后展示旧值、新值、警告和错误","THEN 选择或预览不会生效；校验通过返回绑定 actor、Guild、版本、规范化变更和原因的短期 validationToken，只有操作者点击确认应用并携带有效 Token 才可调用 updateBotConfig；缺失、过期、内容不符、取消或超时均不保存","BOT-CONFIG-DESIGN-§4; BOT-CONFIG-DESIGN-§9","E2E_DISCORD_API"
"AT-CFG-007","P0_BLOCKER","API","BOT_CONFIG","配置版本冲突不覆盖新值","FX-GUILD; FX-STAFF-L3; FX-STAFF-L4-A","GIVEN L3 与 L4 通过 getBotConfig 读取同一 expectedVersion，L4 已先完成一次 updateBotConfig","WHEN L3 使用旧 expectedVersion 和旧 validationToken 确认另一项修改","THEN API 返回 409 CONFIG_VERSION_CONFLICT，不覆盖 L4 的较新配置；调用方重新读取、重新预览并取得新 Token 后才能提交","BOT-CONFIG-DESIGN-§5-6; ACCESS-02","API_CONCURRENCY"
"AT-CFG-008","P0_BLOCKER","API","BOT_CONFIG","配置变更追加完整审计事件","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN L3 对有效运营字段完成预览并填写修改原因","WHEN updateBotConfig 成功提交变更","THEN 追加一条不可硬删除的配置事件，包含 Guild、前后版本、changes、previous_values、reason、actor_staff_id、source、时间和审计引用","BOT-CONFIG-DESIGN-§2; BOT-CONFIG-DESIGN-§5-6; SPEC-12.1","API_AUDIT_ASSERTION"
"AT-CFG-009","P0_HIGH","E2E","BOT_CONFIG","Bot 重启后从 API 重载当前配置","FX-GUILD; FX-STAFF-L3; FX-BOT","GIVEN updateBotConfig 已保存新频道并提交配置事件，旧 Bot 进程缓存仍可被丢弃","WHEN Bot 重启或模块重新加载并调用 getBotConfig","THEN 新进程以 API 当前版本重建缓存和 /bot-config 展示，不依赖进程内旧值且不回滚已保存配置","BOT-CONFIG-DESIGN-§4; BOT-CONFIG-DESIGN-§8-9","E2E_RESTART_RECOVERY"
"AT-CFG-010","P0_BLOCKER","E2E","BOT_CONFIG","配置交互保持 ephemeral 隐私","FX-GUILD; FX-STAFF-L1; FX-STAFF-L3; FX-BOT","GIVEN L3 在 Guild 中执行 /bot-config 且另一名成员可查看同一频道","WHEN getBotConfig 返回当前配置、预览、权限错误或保存结果","THEN 所有配置内容与组件均为仅操作者可见的 ephemeral 响应；其他成员不能读取或操作 custom_id，会话数据不包含完整配置或权限事实","BOT-CONFIG-DESIGN-§4; BOT-CONFIG-DESIGN-§7; BOT-CONFIG-DESIGN-§9","E2E_PRIVACY_SCAN"
